date,P1Name,P2Name,P1WinProb,P2WinProb,P1Hand,P2Hand,Gender
2015-02-14,Kevin Anderson,Donald Young,,,RH,LH,M
2015-02-15,Kei Nishikori,Sam Querrey,,,RH,RH,M
2015-02-15,Kei Nishikori,Kevin Anderson,,,RH,RH,M
2015-02-09,Simone Bolelli,Lukas Rosol,,,RH,RH,M
2015-02-09,Dominic Thiem,Ernests Gulbis,,,RH,RH,M
2015-02-09,Gilles Muller,David Goffin,,,LH,RH,M
2015-02-10,Jeremy Chardy,Julien Benneteau,,,RH,RH,M
2015-02-10,Vasek Pospisil,Philipp Kohlschreiber,,,RH,RH,M
2015-02-10,Sergiy Stakhovsky,Marcel Granollers,,,RH,RH,M
2015-02-10,Gilles Simon,Joao Sousa,,,RH,RH,M
2015-02-10,Tomas Berdych,Tobias Kamke,,,RH,RH,M
2015-02-11,Andreas Seppi,Robin Haase,,,RH,RH,M
2015-02-11,Andy Murray,Nicolas Mahut,,,RH,RH,M
2015-02-11,Sergiy Stakhovsky,Dominic Thiem,,,RH,RH,M
2015-02-11,Gilles Muller,Grigor Dimitrov,,,LH,RH,M
2015-02-12,Gilles Simon,Jeremy Chardy,,,RH,RH,M
2015-02-12,Tomas Berdych,Andreas Seppi,,,RH,RH,M
2015-02-12,Andy Murray,Vasek Pospisil,,,RH,RH,M
2015-02-12,Milos Raonic,Simone Bolelli,,,RH,RH,M
2015-02-13,Tomas Berdych,Gael Monfils,,,RH,RH,M
2015-02-13,Gilles Simon,Andy Murray,,,RH,RH,M
2015-02-13,Stan Wawrinka,Gilles Muller,,,RH,LH,M
2015-02-13,Milos Raonic,Sergiy Stakhovsky,,,RH,RH,M
2015-02-14,Tomas Berdych,Gilles Simon,,,RH,RH,M
2015-02-14,Stan Wawrinka,Milos Raonic,,,RH,RH,M
2015-02-15,Stan Wawrinka,Tomas Berdych,,,RH,RH,M
2015-02-09,Pablo Cuevas,Jiri Vesely,,,RH,LH,M
2015-02-09,Nicolas Almagro,Blaz Rola,,,RH,LH,M
2015-02-10,Facundo Bagnis,Federico Delbonis,,,LH,LH,M
2015-02-10,Diego Schwartzman,Paolo Lorenzi,,,RH,RH,M
2015-02-10,Thiemo De Bakker,Juan Monaco,,,RH,RH,M
2015-02-10,Dusan Lajovic,Pablo Andujar,,,RH,RH,M
2015-02-10,Fernando Verdasco,Maximo Gonzalez,,,LH,RH,F
2015-02-10,Martin Klizan,Thomaz Bellucci,,,LH,LH,M
2015-02-10,Carlos Berlocq,Guido Pella,,,RH,LH,M
2015-02-11,Pablo Cuevas,Facundo Bagnis,,,RH,LH,M
2015-02-11,Nicolas Almagro,Tommy Robredo,,,RH,RH,M
2015-02-12,Santiago Giraldo,Carlos Berlocq,,,RH,RH,M
2015-02-12,Fabio Fognini,Diego Schwartzman,,,RH,RH,M
2015-02-12,Luca Vanni,Thiemo De Bakker,,,RH,RH,M
2015-02-12,Dusan Lajovic,Fernando Verdasco,,,RH,LH,M
2015-02-13,Joao Souza,Martin Klizan,,,RH,LH,M
2015-02-13,Luca Vanni,Dusan Lajovic,,,RH,RH,M
2015-02-13,Joao Souza,Leonardo Mayer,,,RH,RH,M
2015-02-13,Pablo Cuevas,Nicolas Almagro,,,RH,RH,M
2015-02-14,Santiago Giraldo,Fabio Fognini,,,RH,RH,M
2015-02-14,Luca Vanni,Joao Souza,,,RH,RH,M
2015-02-14,Pablo Cuevas,Santiago Giraldo,,,RH,RH,M
2015-02-15,Pablo Cuevas,Luca Vanni,,,RH,RH,M
2015-02-16,Denis Kudla,Lukas Lacko,,,RH,RH,M
2015-02-17,Ivo Karlovic,Dustin Brown,,,RH,RH,M
2015-02-17,Steve Johnson,Mikhail Kukushkin,,,RH,RH,M
2015-02-17,Bernard Tomic,Malek Jaziri,,,RH,RH,M
2015-02-17,Viktor Troicki,Stephane Robert,,,RH,RH,M
2015-02-17,Andrey Rublev,Dudi Sela,,,RH,RH,M
2015-02-17,Thanasi Kokkinakis,Filip Krajinovic,,,RH,RH,M
2015-02-17,Alejandro Gonzalez,Sam Querrey,,,RH,RH,M
2015-02-17,Tim Smyczek,Stefan Kozlov,,,RH,RH,M
2015-02-17,Donald Young,Ivan Dodig,,,LH,RH,M
2015-02-18,Marinko Matosevic,John Isner,,,RH,RH,M
2015-02-18,Adrian Mannarino,Denis Kudla,,,LH,RH,M
2015-02-18,Ivo Karlovic,Thanasi Kokkinakis,,,RH,RH,M
2015-02-18,Steve Johnson,Andrey Rublev,,,RH,RH,M
2015-02-19,Donald Young,Alejandro Gonzalez,,,LH,RH,M
2015-02-19,Yoshihito Nishioka,Marinko Matosevic,,,LH,RH,M
2015-02-20,Bernard Tomic,Viktor Troicki,,,RH,RH,M
2015-02-20,Bernard Tomic,Yoshihito Nishioka,,,RH,LH,M
2015-02-21,Ivo Karlovic,Steve Johnson,,,RH,RH,M
2015-02-21,Donald Young,Bernard Tomic,,,LH,RH,M
2015-02-22,Ivo Karlovic,Adrian Mannarino,,,RH,LH,M
2015-02-22,Ivo Karlovic,Donald Young,,,RH,LH,M
2015-02-16,Sergiy Stakhovsky,Lukas Rosol,,,RH,RH,M
2015-02-16,Borna Coric,Denis Istomin,,,RH,RH,M
2015-02-17,Dominic Thiem,Joao Sousa,,,RH,RH,M
2015-02-17,Vasek Pospisil,Robin Haase,,,RH,RH,M
2015-02-17,Gael Monfils,Alexander Zverev,,,RH,RH,M
2015-02-18,David Goffin,Jerzy Janowicz,,,RH,RH,M
2015-02-18,Simone Bolelli,Luca Vanni,,,RH,RH,M
2015-02-19,Dominic Thiem,David Goffin,,,RH,RH,M
2015-02-19,Simone Bolelli,Milos Raonic,,,RH,RH,M
2015-02-19,Gilles Simon,Borna Coric,,,RH,RH,M
2015-02-19,Stan Wawrinka,Benoit Paire,,,RH,RH,M
2015-02-19,Jeremy Chardy,Ernests Gulbis,,,RH,RH,M
2015-02-20,Gael Monfils,Simone Bolelli,,,RH,RH,M
2015-02-20,Sergiy Stakhovsky,Stan Wawrinka,,,RH,RH,M
2015-02-20,Gilles Simon,Jeremy Chardy,,,RH,RH,M
2015-02-21,Gilles Simon,Sergiy Stakhovsky,,,RH,RH,M
2015-02-22,Gilles Simon,Gael Monfils,,,RH,RH,M
2015-02-16,Jarkko Nieminen,Marco Cecchinato,,,LH,RH,M
2015-02-16,Tommy Robredo,Elias Ymer,,,RH,RH,M
2015-02-17,Thiemo De Bakker,Guilherme Clezar,,,RH,RH,M
2015-02-17,Fabio Fognini,Jiri Vesely,,,RH,LH,M
2015-02-17,Pablo Andujar,Paolo Lorenzi,,,RH,RH,M
2015-02-17,Blaz Rola,Leonardo Mayer,,,LH,RH,M
2015-02-17,Juan Monaco,Santiago Giraldo,,,RH,RH,M
2015-02-17,Federico Delbonis,Diego Schwartzman,,,LH,RH,M
2015-02-17,Martin Klizan,Dusan Lajovic,,,LH,RH,M
2015-02-17,Pablo Cuevas,Nicolas Almagro,,,RH,RH,M
2015-02-17,Albert Montanes,Maximo Gonzalez,,,RH,RH,F
2015-02-17,Rafael Nadal,Thomaz Bellucci,,,LH,LH,M
2015-02-18,Juan Monaco,Jarkko Nieminen,,,RH,LH,M
2015-02-18,Joao Souza,Blaz Rola,,,RH,LH,M
2015-02-19,David Ferrer,Thiemo De Bakker,,,RH,RH,M
2015-02-19,Federico Delbonis,Martin Klizan,,,LH,LH,M
2015-02-19,Pablo Cuevas,Albert Montanes,,,RH,RH,M
2015-02-19,Fabio Fognini,Pablo Andujar,,,RH,RH,M
2015-02-20,David Ferrer,Juan Monaco,,,RH,RH,M
2015-02-20,Fabio Fognini,Federico Delbonis,,,RH,LH,M
2015-02-21,Rafael Nadal,Pablo Cuevas,,,LH,RH,M
2015-02-21,Fabio Fognini,Rafael Nadal,,,RH,LH,M
2015-02-22,David Ferrer,Fabio Fognini,,,RH,RH,M
2015-02-23,Marinko Matosevic,Marcel Granollers,,,RH,RH,M
2015-02-24,Benjamin Becker,Tobias Kamke,,,RH,RH,M
2015-02-24,Kevin Anderson,Dustin Brown,,,RH,RH,M
2015-02-24,Dusan Lajovic,Thanasi Kokkinakis,,,RH,RH,M
2015-02-24,Santiago Giraldo,Austin Krajicek,,,RH,LH,M
2015-02-24,Grigor Dimitrov,Filip Krajinovic,,,RH,RH,M
2015-02-24,Steve Johnson,Ivan Dodig,,,RH,RH,M
2015-02-24,Ryan Harrison,Donald Young,,,RH,LH,M
2015-02-25,Bernard Tomic,Adrian Mannarino,,,RH,LH,M
2015-02-25,Kei Nishikori,Alejandro Gonzalez,,,RH,RH,M
2015-02-25,Ivo Karlovic,Teymuraz Gabashvili,,,RH,RH,M
2015-02-25,Ryan Harrison,Grigor Dimitrov,,,RH,RH,M
2015-02-25,Kevin Anderson,Steve Johnson,,,RH,RH,M
2015-02-25,Viktor Troicki,Santiago Giraldo,,,RH,RH,M
2015-02-25,Bernard Tomic,Benjamin Becker,,,RH,RH,M
