date,P1Name,P2Name,P1WinProb,P2WinProb,P1Hand,P2Hand,Gender
18-02-22,Grigor Dimitrov,Mitchell Krueger,,,RH,RH,M
19-02-22,John Millman,Grigor Dimitrov,,,RH,RH,M
15-02-22,Elias Ymer,Joao Sousa,,,RH,RH,M
15-02-22,Andy Murray,Taro Daniel,,,RH,RH,M
16-02-22,Nikoloz Basilashvili,Elias Ymer,,,RH,RH,M
16-02-22,Roberto Bautista Agut,Andy Murray,,,RH,RH,M
17-02-22,Nikoloz Basilashvili,Marton Fucsovics,,,RH,RH,M
19-02-22,Roberto Bautista Agut,Nikoloz Basilashvili,,,RH,RH,M
16-02-22,Andrey Rublev,Richard Gasquet,,,RH,RH,M
17-02-22,Lucas Pouille,Radu Albot,,,RH,RH,M
18-02-22,Andrey Rublev,Lucas Pouille,,,RH,RH,M
14-02-22,Pablo Andujar,Pablo Cuevas,,,RH,RH,M
15-02-22,Fernando Verdasco,Dusan Lajovic,,,LH,RH,M
15-02-22,Fabio Fognini,Facundo Bagnis,,,RH,LH,M
16-02-22,Fabio Fognini,Pablo Carreno Busta,,,RH,RH,M
19-02-22,Diego Schwartzman,Pablo Andujar,,,RH,RH,M
22-02-22,John Isner,Fernando Verdasco,,,RH,LH,M
22-02-22,Stefan Kozlov,Grigor Dimitrov,,,RH,RH,M
23-02-22,Yoshihito Nishioka,Feliciano Lopez,,,LH,LH,M
23-02-22,Marcos Giron,John Millman,,,RH,RH,M
23-02-22,Rafael Nadal,Denis Kudla,,,LH,RH,M
24-02-22,Marcos Giron,Pablo Carreno Busta,,,RH,RH,M
24-02-22,Rafael Nadal,Stefan Kozlov,,,LH,RH,M
24-02-22,Peter Gojowczyk,Alexander Zverev,,,RH,RH,M
21-02-22,Jiri Vesely,Marin Cilic,,,LH,RH,M
21-02-22,Filip Krajinovic,Malek Jaziri,,,RH,RH,M
21-02-22,Taro Daniel,David Goffin,,,RH,RH,M
23-02-22,Jiri Vesely,Roberto Bautista Agut,,,LH,RH,M
24-02-22,Jiri Vesely,Novak Djokovic,,,LH,RH,M
26-02-22,Andrey Rublev,Jiri Vesely,,,RH,LH,M
10-03-22,Fabio Fognini,Pablo Andujar,,,RH,RH,M
10-03-22,Filip Krajinovic,Dusan Lajovic,,,RH,RH,M
11-03-22,Andy Murray,Taro Daniel,,,RH,RH,M
12-03-22,Gael Monfils,Filip Krajinovic,,,RH,RH,M
13-03-22,Nikoloz Basilashvili,Fabio Fognini,,,RH,RH,M
13-03-22,Nick Kyrgios,Federico Delbonis,,,RH,LH,M
13-03-22,John Isner,Sam Querrey,,,RH,RH,M
15-03-22,John Isner,Diego Schwartzman,,,RH,RH,M
16-03-22,Andrey Rublev,Francis Tiafoe,,,RH,RH,M
16-03-22,Grigor Dimitrov,John Isner,,,RH,RH,M
17-03-22,Rafael Nadal,Nick Kyrgios,,,LH,RH,M
18-03-22,Andrey Rublev,Grigor Dimitrov,,,RH,RH,M
23-03-22,David Goffin,Roberto Carballes Baena,,,RH,RH,M
23-03-22,Borna Coric,Fernando Verdasco,,,RH,LH,M
24-03-22,Nick Kyrgios,Adrian Mannarino,,,RH,LH,M
24-03-22,Thanasi Kokkinakis,Richard Gasquet,,,RH,RH,M
24-03-22,Marton Fucsovics,Marcos Giron,,,RH,RH,M
24-03-22,Andy Murray,Federico Delbonis,,,RH,LH,M
25-03-22,Fabio Fognini,Taro Daniel,,,RH,RH,M
25-03-22,Pablo Carreno Busta,David Goffin,,,RH,RH,M
25-03-22,Alexander Zverev,Borna Coric,,,RH,RH,M
25-03-22,Thanasi Kokkinakis,Diego Schwartzman,,,RH,RH,M
25-03-22,Nick Kyrgios,Andrey Rublev,,,RH,RH,M
27-03-22,Nick Kyrgios,Fabio Fognini,,,RH,RH,M
28-03-22,Thanasi Kokkinakis,Denis Kudla,,,RH,RH,M
29-03-22,Alexander Zverev,Thanasi Kokkinakis,,,RH,RH,M
05-04-22,Steve Johnson,Denis Kudla,,,RH,RH,M
06-04-22,Cristian Garin,Jack Sock,,,RH,RH,M
06-04-22,Francis Tiafoe,Marcos Giron,,,RH,RH,M
07-04-22,Francis Tiafoe,Pablo Cuevas,,,RH,RH,M
08-04-22,John Isner,Steve Johnson,,,RH,RH,M
09-04-22,John Isner,Francis Tiafoe,,,RH,RH,M
09-04-22,John Isner,Cristian Garin,,,RH,RH,M
05-04-22,Malek Jaziri,Jiri Vesely,,,RH,LH,M
05-04-22,Joao Sousa,Federico Delbonis,,,RH,LH,M
05-04-22,Roberto Carballes Baena,Marco Cecchinato,,,RH,RH,M
06-04-22,David Goffin,Damir Dzumhur,,,RH,RH,M
07-04-22,David Goffin,Pablo Andujar,,,RH,RH,M
07-04-22,Roberto Carballes Baena,Joao Sousa,,,RH,RH,M
08-04-22,David Goffin,Roberto Carballes Baena,,,RH,RH,M
10-04-22,Grigor Dimitrov,Nikoloz Basilashvili,,,RH,RH,M
10-04-22,Dusan Lajovic,Filip Krajinovic,,,RH,RH,M
12-04-22,Grigor Dimitrov,Dusan Lajovic,,,RH,RH,M
13-04-22,Diego Schwartzman,Marton Fucsovics,,,RH,RH,M
13-04-22,Alexander Zverev,Federico Delbonis,,,RH,LH,M
14-04-22,Alexander Zverev,Pablo Carreno Busta,,,RH,RH,M
20-04-22,Marton Fucsovics,Federico Delbonis,,,RH,LH,M
24-04-22,Pablo Carreno Busta,Diego Schwartzman,,,RH,RH,M
18-04-22,Aljaz Bedene,Mikhail Kukushkin,,,RH,RH,M
18-04-22,Fabio Fognini,Marco Cecchinato,,,RH,RH,M
19-04-22,John Millman,Dominic Thiem,,,RH,RH,M
19-04-22,Filip Krajinovic,David Goffin,,,RH,RH,M
19-04-22,Taro Daniel,Dusan Lajovic,,,RH,RH,M
21-04-22,Fabio Fognini,Aljaz Bedene,,,RH,RH,M
22-04-22,Andrey Rublev,Taro Daniel,,,RH,RH,M
23-04-22,Andrey Rublev,Fabio Fognini,,,RH,RH,M
24-04-22,Andrey Rublev,Novak Djokovic,,,RH,RH,M
25-04-22,Francis Tiafoe,Dusan Lajovic,,,RH,RH,M
26-04-22,Pablo Cuevas,Roberto Carballes Baena,,,RH,RH,M
27-04-22,Fernando Verdasco,Pablo Cuevas,,,LH,RH,M
01-05-22,John Isner,Filip Krajinovic,,,RH,RH,M
02-05-22,Dusan Lajovic,Borna Coric,,,RH,RH,M
02-05-22,Nikoloz Basilashvili,Fabio Fognini,,,RH,RH,M
02-05-22,Diego Schwartzman,Benoit Paire,,,RH,RH,M
02-05-22,Andy Murray,Dominic Thiem,,,RH,RH,M
03-05-22,Cristian Garin,Francis Tiafoe,,,RH,RH,M
03-05-22,Novak Djokovic,Gael Monfils,,,RH,RH,M
04-05-22,Alexander Zverev,Marin Cilic,,,RH,RH,M
04-05-22,Grigor Dimitrov,Diego Schwartzman,,,RH,RH,M
05-05-22,Novak Djokovic,Andy Murray,,,RH,RH,M
05-05-22,Rafael Nadal,David Goffin,,,LH,RH,M
08-05-22,Filip Krajinovic,Francis Tiafoe,,,RH,RH,M
09-05-22,Fabio Fognini,Dominic Thiem,,,RH,RH,M
09-05-22,Pablo Carreno Busta,Federico Delbonis,,,RH,LH,M
10-05-22,Filip Krajinovic,Andrey Rublev,,,RH,RH,M
11-05-22,Rafael Nadal,John Isner,,,LH,RH,M
11-05-22,Marcos Giron,Diego Schwartzman,,,RH,RH,M
12-05-22,Cristian Garin,Marin Cilic,,,RH,RH,M
12-05-22,Novak Djokovic,Stan Wawrinka,,,RH,RH,M
13-05-22,Alexander Zverev,Cristian Garin,,,RH,RH,M
16-05-22,Federico Delbonis,Ricardas Berankis,,,LH,RH,M
16-05-22,Richard Gasquet,John Millman,,,RH,RH,M
16-05-22,Marco Cecchinato,Dominic Thiem,,,RH,RH,M
17-05-22,Nikoloz Basilashvili,Facundo Bagnis,,,RH,LH,M
17-05-22,Joao Sousa,Pablo Andujar,,,RH,RH,M
17-05-22,Thanasi Kokkinakis,Fabio Fognini,,,RH,RH,M
18-05-22,Joao Sousa,Nikoloz Basilashvili,,,RH,RH,M
18-05-22,Thanasi Kokkinakis,Federico Delbonis,,,RH,LH,M
20-05-22,Joao Sousa,Richard Gasquet,,,RH,RH,M
22-05-22,Grigor Dimitrov,Marcos Giron,,,RH,RH,M
22-05-22,Jason Kubler,Denis Kudla,,,RH,RH,M
23-05-22,Novak Djokovic,Yoshihito Nishioka,,,RH,LH,M
24-05-22,Federico Delbonis,Adrian Mannarino,,,LH,LH,M
24-05-22,Marco Cecchinato,Pablo Andujar,,,RH,RH,M
24-05-22,Steve Johnson,Jiri Vesely,,,RH,LH,M
24-05-22,Gilles Simon,Pablo Carreno Busta,,,RH,RH,M
25-05-22,Aljaz Bedene,Pablo Cuevas,,,RH,RH,M
25-05-22,Grigor Dimitrov,Borna Coric,,,RH,RH,M
26-05-22,David Goffin,Francis Tiafoe,,,RH,RH,M
26-05-22,Marin Cilic,Marton Fucsovics,,,RH,RH,M
26-05-22,Gilles Simon,Steve Johnson,,,RH,RH,M
26-05-22,Andrey Rublev,Federico Delbonis,,,RH,LH,M
27-05-22,Diego Schwartzman,Grigor Dimitrov,,,RH,RH,M
27-05-22,Novak Djokovic,Aljaz Bedene,,,RH,RH,M
28-05-22,Andrey Rublev,Cristian Garin,,,RH,RH,M
28-05-22,Marin Cilic,Gilles Simon,,,RH,RH,M
29-05-22,Novak Djokovic,Diego Schwartzman,,,RH,RH,M
31-05-22,Rafael Nadal,Novak Djokovic,,,LH,RH,M
01-06-22,Marin Cilic,Andrey Rublev,,,RH,RH,M
03-06-22,Rafael Nadal,Alexander Zverev,,,LH,RH,M
07-06-22,Sam Querrey,Robin Haase,,,RH,RH,M
07-06-22,Adrian Mannarino,Andreas Seppi,,,LH,RH,M
06-06-22,Radu Albot,Joao Sousa,,,RH,RH,M
09-06-22,Nick Kyrgios,Nikoloz Basilashvili,,,RH,RH,M
10-06-22,Nick Kyrgios,Marton Fucsovics,,,RH,RH,M
11-06-22,Andy Murray,Nick Kyrgios,,,RH,RH,M
13-06-22,Nikoloz Basilashvili,Andrey Rublev,,,RH,RH,M
14-06-22,Roberto Bautista Agut,Marton Fucsovics,,,RH,RH,M
17-06-22,Nick Kyrgios,Pablo Carreno Busta,,,RH,RH,M
14-06-22,Sam Querrey,Diego Schwartzman,,,RH,RH,M
14-06-22,Stan Wawrinka,Francis Tiafoe,,,RH,RH,M
16-06-22,Filip Krajinovic,Sam Querrey,,,RH,RH,M
18-06-22,Filip Krajinovic,Marin Cilic,,,RH,RH,M
20-06-22,Roberto Bautista Agut,Taro Daniel,,,RH,RH,M
22-06-22,Roberto Bautista Agut,Nick Kyrgios,,,RH,RH,M
27-06-22,Nikoloz Basilashvili,Lukas Rosol,,,RH,RH,M
27-06-22,Dusan Lajovic,Pablo Carreno Busta,,,RH,RH,M
28-06-22,David Goffin,Radu Albot,,,RH,RH,M
28-06-22,Steve Johnson,Grigor Dimitrov,,,RH,RH,M
28-06-22,Richard Gasquet,Joao Sousa,,,RH,RH,M
28-06-22,Ricardas Berankis,Sam Querrey,,,RH,RH,M
28-06-22,Cristian Garin,Elias Ymer,,,RH,RH,M
28-06-22,Diego Schwartzman,Stefan Kozlov,,,RH,RH,M
29-06-22,Novak Djokovic,Thanasi Kokkinakis,,,RH,RH,M
29-06-22,John Isner,Andy Murray,,,RH,RH,M
30-06-22,Nick Kyrgios,Filip Krajinovic,,,RH,RH,M
30-06-22,Rafael Nadal,Ricardas Berankis,,,LH,RH,M
02-07-22,Jason Kubler,Jack Sock,,,RH,RH,M
03-07-22,David Goffin,Francis Tiafoe,,,RH,RH,M
06-07-22,Nick Kyrgios,Cristian Garin,,,RH,RH,M
08-07-22,Nick Kyrgios,Rafael Nadal,,,RH,LH,M
10-07-22,Novak Djokovic,Nick Kyrgios,,,RH,RH,M
11-07-22,Pablo Carreno Busta,Stan Wawrinka,,,RH,RH,M
13-07-22,Diego Schwartzman,Elias Ymer,,,RH,RH,M
14-07-22,Dominic Thiem,Roberto Bautista Agut,,,RH,RH,M
15-07-22,Pablo Carreno Busta,Diego Schwartzman,,,RH,RH,M
11-07-22,Steve Johnson,Stefan Kozlov,,,RH,RH,M
11-07-22,Jack Sock,Radu Albot,,,RH,RH,M
12-07-22,Jiri Vesely,Feliciano Lopez,,,LH,LH,M
12-07-22,Andy Murray,Sam Querrey,,,RH,RH,M
13-07-22,John Isner,Peter Gojowczyk,,,RH,RH,M
13-07-22,Steve Johnson,Jiri Vesely,,,RH,LH,M
19-07-22,Richard Gasquet,Roberto Carballes Baena,,,RH,RH,M
19-07-22,Elias Ymer,Benoit Paire,,,RH,RH,M
21-07-22,Dominic Thiem,Federico Delbonis,,,RH,LH,M
19-07-22,Fabio Fognini,Aljaz Bedene,,,RH,RH,M
20-07-22,Andrey Rublev,Ricardas Berankis,,,RH,RH,M
27-07-22,Andrej Martin,Thanasi Kokkinakis,,,RH,RH,M
27-07-22,Adrian Mannarino,Peter Gojowczyk,,,LH,RH,M
27-07-22,Francis Tiafoe,Taro Daniel,,,RH,RH,M
28-07-22,Adrian Mannarino,Andrej Martin,,,LH,RH,M
26-07-22,Norbert Gombos,Federico Delbonis,,,RH,LH,M
03-08-22,Radu Albot,Feliciano Lopez,,,RH,LH,M
03-08-22,Thanasi Kokkinakis,Fernando Verdasco,,,RH,LH,M
04-08-22,Radu Albot,Jason Kubler,,,RH,RH,M
04-08-22,Ricardas Berankis,Facundo Bagnis,,,RH,LH,M
04-08-22,Steve Johnson,Thanasi Kokkinakis,,,RH,RH,M
01-08-22,Adrian Mannarino,Bradley Klahn,,,LH,LH,M
02-08-22,Benoit Paire,Peter Gojowczyk,,,RH,RH,M
02-08-22,Jack Sock,David Goffin,,,RH,RH,M
03-08-22,Nick Kyrgios,Marcos Giron,,,RH,RH,M
03-08-22,Grigor Dimitrov,Adrian Mannarino,,,RH,LH,M
06-08-22,Nick Kyrgios,Francis Tiafoe,,,RH,RH,M
07-08-22,Yoshihito Nishioka,Andrey Rublev,,,LH,RH,M
07-08-22,Nick Kyrgios,Yoshihito Nishioka,,,RH,LH,M
09-08-22,Marin Cilic,Borna Coric,,,RH,RH,M
09-08-22,Roberto Bautista Agut,Marcos Giron,,,RH,RH,M
09-08-22,Yoshihito Nishioka,Benoit Paire,,,LH,RH,M
15-08-22,Andy Murray,Stan Wawrinka,,,RH,RH,M
15-08-22,Marcos Giron,David Goffin,,,RH,RH,M
17-08-22,Andrey Rublev,Fabio Fognini,,,RH,RH,M
17-08-22,Roberto Bautista Agut,Marcos Giron,,,RH,RH,M
18-08-22,Borna Coric,Rafael Nadal,,,RH,LH,M
18-08-22,Borna Coric,Roberto Bautista Agut,,,RH,RH,M
23-08-22,Fabio Fognini,Dusan Lajovic,,,RH,RH,M
24-08-22,Dominic Thiem,Grigor Dimitrov,,,RH,RH,M
24-08-22,Richard Gasquet,Steve Johnson,,,RH,RH,M
29-08-22,Pablo Carreno Busta,Dominic Thiem,,,RH,RH,M
30-08-22,Nick Kyrgios,Thanasi Kokkinakis,,,RH,RH,M
30-08-22,Richard Gasquet,Taro Daniel,,,RH,RH,M
30-08-22,Grigor Dimitrov,Steve Johnson,,,RH,RH,M
30-08-22,John Isner,Federico Delbonis,,,RH,LH,M
30-08-22,Francis Tiafoe,Marcos Giron,,,RH,RH,M
31-08-22,Diego Schwartzman,Jack Sock,,,RH,RH,M
02-09-22,Francis Tiafoe,Jason Kubler,,,RH,RH,M
02-09-22,Rafael Nadal,Fabio Fognini,,,LH,RH,M
03-09-22,Francis Tiafoe,Diego Schwartzman,,,RH,RH,M
04-09-22,Rafael Nadal,Richard Gasquet,,,LH,RH,M
05-09-22,Francis Tiafoe,Rafael Nadal,,,RH,LH,M
07-09-22,Francis Tiafoe,Andrey Rublev,,,RH,RH,M
20-09-22,Gilles Simon,David Goffin,,,RH,RH,M
21-09-22,Stan Wawrinka,Joao Sousa,,,RH,RH,M
21-09-22,Dominic Thiem,Richard Gasquet,,,RH,RH,M
21-09-22,Denis Kudla,Fernando Verdasco,,,RH,LH,M
26-09-22,Radu Albot,Hiroki Moriya,,,RH,RH,M
28-09-22,Radu Albot,Steve Johnson,,,RH,RH,M
29-09-22,Yoshihito Nishioka,Taro Daniel,,,LH,RH,M
28-09-22,Fernando Verdasco,Nikoloz Basilashvili,,,LH,RH,M
28-09-22,Marin Cilic,Dominic Thiem,,,RH,RH,M
29-09-22,Novak Djokovic,Pablo Andujar,,,RH,RH,M
30-09-22,Novak Djokovic,Vasek Pospisil,,,RH,RH,M
02-10-22,Novak Djokovic,Marin Cilic,,,RH,RH,M
03-10-22,Adrian Mannarino,Stan Wawrinka,,,LH,RH,M
05-10-22,Novak Djokovic,Cristian Garin,,,RH,RH,M
05-10-22,Adrian Mannarino,David Goffin,,,LH,RH,M
07-10-22,Andrey Rublev,Adrian Mannarino,,,RH,LH,M
04-10-22,Borna Coric,Thanasi Kokkinakis,,,RH,RH,M
10-10-22,Dominic Thiem,Joao Sousa,,,RH,RH,M
12-10-22,Dominic Thiem,Marcos Giron,,,RH,RH,M
15-10-22,Andrey Rublev,Dominic Thiem,,,RH,RH,M
17-10-22,Richard Gasquet,Stan Wawrinka,,,RH,RH,M
20-10-22,David Goffin,Diego Schwartzman,,,RH,RH,M
21-10-22,Richard Gasquet,David Goffin,,,RH,RH,M
21-10-22,Pablo Carreno Busta,Fabio Fognini,,,RH,RH,M
17-10-22,Cristian Garin,Jason Kubler,,,RH,RH,M
20-10-22,Francis Tiafoe,Elias Ymer,,,RH,RH,M
27-10-22,Roberto Bautista Agut,Andy Murray,,,RH,RH,M
28-10-22,Roberto Bautista Agut,Stan Wawrinka,,,RH,RH,M
24-10-22,Andrey Rublev,Diego Schwartzman,,,RH,RH,M
27-10-22,Grigor Dimitrov,Andrey Rublev,,,RH,RH,M
28-10-22,Grigor Dimitrov,Marcos Giron,,,RH,RH,M
31-10-22,Gilles Simon,Andy Murray,,,RH,RH,M
01-11-22,Andrey Rublev,John Isner,,,RH,RH,M
02-11-22,Grigor Dimitrov,Fabio Fognini,,,RH,RH,M
16-11-22,Novak Djokovic,Andrey Rublev,,,RH,RH,M
03-01-22,Ajla Tomljanovic,Heather Watson,,,RH,RH,F
04-01-22,Victoria Azarenka,Paula Badosa,,,RH,RH,F
05-01-22,Shelby Rogers,Maria Sakkari,,,RH,RH,F
06-01-22,Ana Konjuh,Kaia Kanepi,,,RH,RH,F
05-01-22,Lin Zhu,Samantha Stosur,,,RH,RH,F
06-01-22,Daria Kasatkina,Madison Keys,,,RH,RH,F
10-01-22,Ana Konjuh,Daria Saville,,,RH,RH,F
10-01-22,Madison Keys,Elina Svitolina,,,RH,RH,F
12-01-22,Ana Konjuh,Marketa Vondrousova,,,RH,LH,F
10-01-22,Paula Badosa,Jelena Ostapenko,,,RH,RH,F
10-01-22,Anett Kontaveit,Shuai Zhang,,,RH,RH,F
11-01-22,Caroline Garcia,Jessica Pegula,,,RH,RH,F
12-01-22,Ons Jabeur,Petra Kvitova,,,RH,LH,F
12-01-22,Paula Badosa,Ajla Tomljanovic,,,RH,RH,F
13-01-22,Belinda Bencic,Oceane Dodin,,,RH,RH,F
13-01-22,Anett Kontaveit,Ons Jabeur,,,RH,RH,F
13-01-22,Paula Badosa,Belinda Bencic,,,RH,RH,F
13-01-22,Daria Kasatkina,Garbine Muguruza,,,RH,RH,F
14-01-22,Paula Badosa,Daria Kasatkina,,,RH,RH,F
17-01-22,Belinda Bencic,Kristina Mladenovic,,,RH,RH,F
17-01-22,Maria Sakkari,Tatjana Maria,,,RH,RH,F
17-01-22,Sara Sorribes Tormo,Kirsten Flipkens,,,RH,RH,F
17-01-22,Madison Brengle,Dayana Yastremska,,,RH,RH,F
17-01-22,Ashleigh Barty,Lesia Tsurenko,,,RH,RH,F
17-01-22,Paula Badosa,Ajla Tomljanovic,,,RH,RH,F
18-01-22,Sorana Cirstea,Petra Kvitova,,,RH,LH,F
18-01-22,Anett Kontaveit,Katerina Siniakova,,,RH,RH,F
18-01-22,Daria Kasatkina,Stefanie Voegele,,,RH,RH,F
18-01-22,Simona Halep,Magdalena Frech,,,RH,RH,F
18-01-22,Ana Konjuh,Shelby Rogers,,,RH,RH,F
18-01-22,Kaia Kanepi,Angelique Kerber,,,RH,LH,F
19-01-22,Qiang Wang,Alison Van Uytvanck,,,RH,RH,F
20-01-22,Alize Cornet,Garbine Muguruza,,,RH,RH,F
20-01-22,Anastasia Pavlyuchenkova,Samantha Stosur,,,RH,RH,F
20-01-22,Daria Kasatkina,Magda Linette,,,RH,RH,F
21-01-22,Victoria Azarenka,Elina Svitolina,,,RH,RH,F
21-01-22,Madison Keys,Qiang Wang,,,RH,RH,F
21-01-22,Ashleigh Barty,Camila Giorgi,,,RH,RH,F
22-01-22,Simona Halep,Danka Kovinic,,,RH,RH,F
22-01-22,Sorana Cirstea,Anastasia Pavlyuchenkova,,,RH,RH,F
23-01-22,Madison Keys,Paula Badosa,,,RH,RH,F
23-01-22,Jessica Pegula,Maria Sakkari,,,RH,RH,F
24-01-22,Alize Cornet,Simona Halep,,,RH,RH,F
25-01-22,Ashleigh Barty,Jessica Pegula,,,RH,RH,F
27-01-22,Ashleigh Barty,Madison Keys,,,RH,RH,F
08-02-22,Sorana Cirstea,Marketa Vondrousova,,,RH,LH,F
08-02-22,Anett Kontaveit,Sorana Cirstea,,,RH,RH,F
09-02-22,Jelena Ostapenko,Andrea Petkovic,,,RH,RH,F
10-02-22,Anett Kontaveit,Belinda Bencic,,,RH,RH,F
11-02-22,Anett Kontaveit,Jelena Ostapenko,,,RH,RH,F
11-02-22,Anett Kontaveit,Maria Sakkari,,,RH,RH,F
14-02-22,Petra Kvitova,Camila Giorgi,,,LH,RH,F
15-02-22,Ons Jabeur,Vera Zvonareva,,,RH,RH,F
15-02-22,Garbine Muguruza,Katerina Siniakova,,,RH,RH,F
16-02-22,Ons Jabeur,Jessica Pegula,,,RH,RH,F
17-02-22,Jelena Ostapenko,Petra Kvitova,,,RH,LH,F
17-02-22,Simona Halep,Ons Jabeur,,,RH,RH,F
17-02-22,Marketa Vondrousova,Dayana Yastremska,,,LH,RH,F
18-02-22,Jelena Ostapenko,Simona Halep,,,RH,RH,F
20-02-22,Alison Van Uytvanck,Vera Zvonareva,,,RH,RH,F
20-02-22,Jessica Pegula,Katerina Siniakova,,,RH,RH,F
20-02-22,Victoria Azarenka,Yulia Putintseva,,,RH,RH,F
21-02-22,Jelena Ostapenko,Oceane Dodin,,,RH,RH,F
21-02-22,Caroline Garcia,Simona Halep,,,RH,RH,F
21-02-22,Daria Kasatkina,Ajla Tomljanovic,,,RH,RH,F
21-02-22,Garbine Muguruza,Sorana Cirstea,,,RH,RH,F
21-02-22,Anett Kontaveit,Ana Konjuh,,,RH,RH,F
22-02-22,Madison Brengle,Victoria Azarenka,,,RH,RH,F
23-02-22,Maria Sakkari,Jessica Pegula,,,RH,RH,F
23-02-22,Garbine Muguruza,Madison Brengle,,,RH,RH,F
24-02-22,Anett Kontaveit,Ons Jabeur,,,RH,RH,F
24-02-22,Jelena Ostapenko,Garbine Muguruza,,,RH,RH,F
25-02-22,Anett Kontaveit,Jelena Ostapenko,,,RH,RH,F
21-02-22,Qiang Wang,Lauren Davis,,,RH,RH,F
24-02-22,Sara Sorribes Tormo,Magdalena Frech,,,RH,RH,F
26-02-22,Sloane Stephens,Daria Saville,,,RH,RH,F
